config	experiment	group	mazeFile	numStartingPositions	pc_files	traces	numEpisodes
c17	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	experiments/pc_layers/non_uniform_0.csv	0.7000000000000001	70000
c18	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	experiments/pc_layers/non_uniform_0.csv	0.8	70000
c19	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	experiments/pc_layers/non_uniform_0.csv	0.9	70000
c20	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.0	70000
c21	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.1	70000
c22	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.2	70000
c23	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.30000000000000004	70000
c24	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.4	70000
c25	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.5	70000
c26	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.6000000000000001	70000
c27	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.7000000000000001	70000
c28	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.8	70000
c29	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u08.csv	0.9	70000
c30	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.0	70000
c31	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.1	70000
c32	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.2	70000
c33	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.30000000000000004	70000
c34	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.4	70000
c35	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.5	70000
c36	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.6000000000000001	70000
c37	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.7000000000000001	70000
c38	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.8	70000
c39	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/u12.csv	0.9	70000
c40	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.0	70000
c41	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.1	70000
c42	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.2	70000
c43	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.30000000000000004	70000
c44	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.4	70000
c45	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.5	70000
c46	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.6000000000000001	70000
c47	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.7000000000000001	70000
c48	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.8	70000
c49	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	experiments/pc_layers/non_uniform_1.csv	0.9	70000
c50	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.0	70000
c51	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.1	70000
c52	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.2	70000
c53	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.30000000000000004	70000
c54	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.4	70000
c55	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.5	70000
c56	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.6000000000000001	70000
c57	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.7000000000000001	70000
c58	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.8	70000
c59	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u04.csv	0.9	70000
c60	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.0	70000
c61	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.1	70000
c62	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.2	70000
c63	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.30000000000000004	70000
c64	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.4	70000
c65	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.5	70000
c66	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.6000000000000001	70000
c67	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.7000000000000001	70000
c68	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.8	70000
c69	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u08.csv	0.9	70000
c70	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.0	70000
c71	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.1	70000
c72	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.2	70000
c73	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.30000000000000004	70000
c74	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.4	70000
c75	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.5	70000
c76	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.6000000000000001	70000
c77	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.7000000000000001	70000
c78	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.8	70000
c79	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u12.csv	0.9	70000
c80	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.0	70000
c81	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.1	70000
c82	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.2	70000
c83	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.30000000000000004	70000
c84	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.4	70000
c85	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.5	70000
c86	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.6000000000000001	70000
c87	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.7000000000000001	70000
c88	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.8	70000
c89	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/u16.csv	0.9	70000
c90	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.0	70000
c91	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.1	70000
c92	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.2	70000
c93	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.30000000000000004	70000
c94	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.4	70000
c95	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.5	70000
c96	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.6000000000000001	70000
c97	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.7000000000000001	70000
c98	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.8	70000
c99	experiments/setups/experiment_1.xml	g1	experiments/mazes/M8.xml	7	experiments/pc_layers/non_uniform_2.csv	0.9	70000
